sample_id,country_name,region_name,Cluster,Plot
icr054550,Uganda,Hoima,8,5
icr054551,Uganda,Hoima,8,5
icr054564,Uganda,Hoima,9,1
icr054565,Uganda,Hoima,9,1
icr054585,Uganda,Hoima,10,2
icr054586,Uganda,Hoima,10,2
icr054606,Uganda,Hoima,11,6
icr054607,Uganda,Hoima,11,6
icr054618,Uganda,Hoima,12,1
icr054619,Uganda,Hoima,12,1
icr054641,Uganda,Hoima,13,3
icr054642,Uganda,Hoima,13,3
icr054656,Uganda,Hoima,14,1
icr054657,Uganda,Hoima,14,1
icr054676,Uganda,Hoima,15,1
icr054677,Uganda,Hoima,15,1
icr054697,Uganda,Hoima,16,2
icr054698,Uganda,Hoima,16,2
icr055563,Zambia,Chilende,1,1
icr055564,Zambia,Chilende,1,1
icr055583,Zambia,Chilende,2,1
icr055584,Zambia,Chilende,2,1
icr055603,Zambia,Chilende,3,1
icr055604,Zambia,Chilende,3,1
icr055623,Zambia,Chilende,4,1
icr055624,Zambia,Chilende,4,1
icr055643,Zambia,Chilende,5,1
icr055663,Zambia,Chilende,6,1
icr055664,Zambia,Chilende,6,1
icr055683,Zambia,Chilende,7,1
icr055684,Zambia,Chilende,7,1
icr055703,Zambia,Chilende,8,1
icr055704,Zambia,Chilende,8,1
icr055723,Zambia,Chilende,9,1
icr055724,Zambia,Chilende,9,1
icr055742,Zambia,Chilende,10,1
icr055743,Zambia,Chilende,10,1
icr055762,Zambia,Chilende,11,1
icr055763,Zambia,Chilende,11,1
icr055782,Zambia,Chilende,12,1
icr055783,Zambia,Chilende,12,1
icr055802,Zambia,Chilende,13,1
icr055803,Zambia,Chilende,13,1
icr055822,Zambia,Chilende,14,1
icr055823,Zambia,Chilende,14,1
icr055842,Zambia,Chilende,15,1
icr055862,Zambia,Chilende,16,1
icr055863,Zambia,Chilende,16,1
icr055882,Zambia,Fisenge,1,1
icr055883,Zambia,Fisenge,1,1
icr055902,Zambia,Fisenge,2,1
icr055903,Zambia,Fisenge,2,1
icr055922,Zambia,Fisenge,3,2
icr055923,Zambia,Fisenge,3,2
icr055941,Zambia,Fisenge,4,1
icr055942,Zambia,Fisenge,4,1
icr055961,Zambia,Fisenge,5,1
icr055962,Zambia,Fisenge,5,1
icr055981,Zambia,Fisenge,6,1
icr055982,Zambia,Fisenge,6,1
icr056001,Zambia,Fisenge,7,2
icr056002,Zambia,Fisenge,7,2
icr056021,Zambia,Fisenge,8,1
icr056022,Zambia,Fisenge,8,1
icr056041,Zambia,Fisenge,9,1
icr056042,Zambia,Fisenge,9,1
icr056061,Zambia,Fisenge,10,1
icr056062,Zambia,Fisenge,10,1
icr056082,Zambia,Fisenge,11,1
icr056101,Zambia,Fisenge,12,2
icr056102,Zambia,Fisenge,12,2
icr056121,Zambia,Fisenge,13,1
icr056122,Zambia,Fisenge,13,1
icr056141,Zambia,Fisenge,14,1
icr056142,Zambia,Fisenge,14,1
icr056161,Zambia,Fisenge,15,1
icr056162,Zambia,Fisenge,15,1
icr056181,Zambia,Fisenge,16,1
icr056182,Zambia,Fisenge,16,1
icr056200,Zambia,Monga,1,1
icr056201,Zambia,Monga,1,1
icr056220,Zambia,Monga,2,1
icr056221,Zambia,Monga,2,1
icr056240,Zambia,Monga,3,1
icr056241,Zambia,Monga,3,1
icr056260,Zambia,Monga,4,1
icr056261,Zambia,Monga,4,1
icr056280,Zambia,Monga,5,2
icr056281,Zambia,Monga,5,2
icr056300,Zambia,Monga,6,1
icr056301,Zambia,Monga,6,1
icr056320,Zambia,Monga,7,1
icr056321,Zambia,Monga,7,1
icr056340,Zambia,Monga,8,1
icr056341,Zambia,Monga,8,1
icr056360,Zambia,Monga,9,1
icr056361,Zambia,Monga,9,1
icr056380,Zambia,Monga,10,2
icr056381,Zambia,Monga,10,2
icr056400,Zambia,Monga,11,1
icr056401,Zambia,Monga,11,1
icr056420,Zambia,Monga,12,1
icr056421,Zambia,Monga,12,1
icr056440,Zambia,Monga,13,1
icr056441,Zambia,Monga,13,1
icr056460,Zambia,Monga,14,1
icr056461,Zambia,Monga,14,1
icr056480,Zambia,Monga,15,1
icr056481,Zambia,Monga,15,1
icr056500,Zambia,Monga,16,1
icr056501,Zambia,Monga,16,1
icr062134,Madagascar,Didy,1,1
icr062135,Madagascar,Didy,1,1
icr062155,Madagascar,Didy,2,1
icr062156,Madagascar,Didy,2,1
icr062175,Madagascar,Didy,3,1
icr062176,Madagascar,Didy,3,1
icr062195,Madagascar,Didy,4,1
icr062196,Madagascar,Didy,4,1
icr062215,Madagascar,Didy,5,1
icr062216,Madagascar,Didy,5,1
icr062237,Madagascar,Didy,6,2
icr062238,Madagascar,Didy,6,2
icr062255,Madagascar,Didy,7,1
icr062256,Madagascar,Didy,7,1
icr062275,Madagascar,Didy,8,1
icr062276,Madagascar,Didy,8,1
icr062294,Madagascar,Didy,9,1
icr062295,Madagascar,Didy,9,1
icr062314,Madagascar,Didy,10,1
icr062315,Madagascar,Didy,10,1
icr062334,Madagascar,Didy,11,1
icr062335,Madagascar,Didy,11,1
icr062353,Madagascar,Didy,12,1
icr062354,Madagascar,Didy,12,1
icr062373,Madagascar,Didy,13,1
icr062374,Madagascar,Didy,13,1
icr062395,Madagascar,Didy,14,2
icr062396,Madagascar,Didy,14,2
icr062413,Madagascar,Didy,15,1
icr062414,Madagascar,Didy,15,1
icr062433,Madagascar,Didy,16,1
icr062434,Madagascar,Didy,16,1
icr068101,Niger,Nyalagari,1,2
icr068102,Niger,Nyalagari,1,2
icr068131,Niger,Nyalagari,2,7
icr068132,Niger,Nyalagari,2,7
icr068149,Niger,Nyalagari,3,6
icr068150,Niger,Nyalagari,3,6
icr068161,Niger,Nyalagari,4,2
icr068162,Niger,Nyalagari,4,2
icr068181,Niger,Nyalagari,5,2
icr068182,Niger,Nyalagari,5,2
icr068199,Niger,Nyalagari,6,1
icr068200,Niger,Nyalagari,6,1
icr068221,Niger,Nyalagari,7,2
icr068222,Niger,Nyalagari,7,2
icr068239,Niger,Nyalagari,8,1
icr068240,Niger,Nyalagari,8,1
icr068265,Niger,Nyalagari,9,4
icr068266,Niger,Nyalagari,9,4
icr068279,Niger,Nyalagari,10,1
icr068280,Niger,Nyalagari,10,1
icr068301,Niger,Nyalagari,11,2
icr068302,Niger,Nyalagari,11,2
icr068321,Niger,Nyalagari,12,2
icr068322,Niger,Nyalagari,12,2
icr068339,Niger,Nyalagari,13,1
icr068340,Niger,Nyalagari,13,1
icr068361,Niger,Nyalagari,14,2
icr068362,Niger,Nyalagari,14,2
icr068381,Niger,Nyalagari,15,2
icr068382,Niger,Nyalagari,15,2
icr068399,Niger,Nyalagari,16,1
icr068400,Niger,Nyalagari,16,1
icr068419,Nigeria,Pampaida,1,3
icr068420,Nigeria,Pampaida,1,3
icr068439,Nigeria,Pampaida,2,1
icr068440,Nigeria,Pampaida,2,1
icr068459,Nigeria,Pampaida,3,1
icr068460,Nigeria,Pampaida,3,1
icr068481,Nigeria,Pampaida,4,2
icr068482,Nigeria,Pampaida,4,2
icr068499,Nigeria,Pampaida,5,1
icr068500,Nigeria,Pampaida,5,1
icr068521,Nigeria,Pampaida,6,2
icr068522,Nigeria,Pampaida,6,2
icr068539,Nigeria,Pampaida,7,1
icr068540,Nigeria,Pampaida,7,1
icr068559,Nigeria,Pampaida,8,1
icr068560,Nigeria,Pampaida,8,1
icr068579,Nigeria,Pampaida,9,1
icr068580,Nigeria,Pampaida,9,1
icr068599,Nigeria,Pampaida,10,1
icr068600,Nigeria,Pampaida,10,1
icr068619,Nigeria,Pampaida,11,1
icr068639,Nigeria,Pampaida,12,1
icr068640,Nigeria,Pampaida,12,1
icr068662,Nigeria,Pampaida,13,4
icr068663,Nigeria,Pampaida,13,4
icr068677,Nigeria,Pampaida,14,1
icr068678,Nigeria,Pampaida,14,1
icr068697,Nigeria,Pampaida,15,1
icr068698,Nigeria,Pampaida,15,1
icr068717,Nigeria,Pampaida,16,1
icr068718,Nigeria,Pampaida,16,1
icr069789,Mali,Tambabougou,1,1
icr069790,Mali,Tambabougou,1,1
icr069809,Mali,Tambabougou,2,1
icr069810,Mali,Tambabougou,2,1
icr069829,Mali,Tambabougou,3,1
icr069830,Mali,Tambabougou,3,1
icr069849,Mali,Tambabougou,4,1
icr069850,Mali,Tambabougou,4,1
icr069869,Mali,Tambabougou,5,1
icr069870,Mali,Tambabougou,5,1
icr069889,Mali,Tambabougou,6,1
icr069890,Mali,Tambabougou,6,1
icr069909,Mali,Tambabougou,7,1
icr069910,Mali,Tambabougou,7,1
icr069929,Mali,Tambabougou,8,1
icr069930,Mali,Tambabougou,8,1
icr069949,Mali,Tambabougou,9,1
icr069950,Mali,Tambabougou,9,1
icr069969,Mali,Tambabougou,10,1
icr069970,Mali,Tambabougou,10,1
icr069989,Mali,Tambabougou,11,1
icr069990,Mali,Tambabougou,11,1
icr070009,Mali,Tambabougou,12,1
icr070010,Mali,Tambabougou,12,1
icr070029,Mali,Tambabougou,13,1
icr070030,Mali,Tambabougou,13,1
icr070049,Mali,Tambabougou,14,1
icr070050,Mali,Tambabougou,14,1
icr070069,Mali,Tambabougou,15,1
icr070070,Mali,Tambabougou,15,1
icr070089,Mali,Tambabougou,16,2
icr070090,Mali,Tambabougou,16,2
icr070112,Nigeria,Kutigi,1,4
icr070113,Nigeria,Kutigi,1,4
icr070124,Nigeria,Kutigi,2,2
icr070125,Nigeria,Kutigi,2,2
icr070142,Nigeria,Kutigi,3,1
icr070143,Nigeria,Kutigi,3,1
icr070164,Nigeria,Kutigi,4,2
icr070165,Nigeria,Kutigi,4,2
icr070193,Nigeria,Kutigi,5,8
icr070194,Nigeria,Kutigi,5,8
icr070202,Nigeria,Kutigi,6,4
icr070203,Nigeria,Kutigi,6,4
icr070246,Nigeria,Kutigi,8,6
icr070247,Nigeria,Kutigi,8,6
icr070262,Nigeria,Kutigi,9,4
icr070263,Nigeria,Kutigi,9,4
icr070276,Nigeria,Kutigi,10,1
icr070277,Nigeria,Kutigi,10,1
icr070288,Nigeria,Kutigi,11,1
icr070289,Nigeria,Kutigi,11,1
icr070308,Nigeria,Kutigi,12,1
icr070309,Nigeria,Kutigi,12,1
icr070328,Nigeria,Kutigi,13,1
icr070329,Nigeria,Kutigi,13,1
icr070348,Nigeria,Kutigi,14,1
icr070349,Nigeria,Kutigi,14,1
icr070370,Nigeria,Kutigi,15,3
icr070371,Nigeria,Kutigi,15,3
icr070386,Nigeria,Kutigi,16,1
icr070387,Nigeria,Kutigi,16,2
icr072246,Angola,Sanza Pompo,1,1
icr072247,Angola,Sanza Pompo,1,1
icr072266,Angola,Sanza Pompo,2,1
icr072267,Angola,Sanza Pompo,2,1
icr072286,Angola,Sanza Pompo,3,1
icr072287,Angola,Sanza Pompo,3,1
icr072306,Angola,Sanza Pompo,4,1
icr072307,Angola,Sanza Pompo,4,1
icr072325,Angola,Sanza Pompo,4,10
icr072326,Angola,Sanza Pompo,5,1
icr072345,Angola,Sanza Pompo,6,1
icr072346,Angola,Sanza Pompo,6,1
icr072365,Angola,Sanza Pompo,7,1
icr072366,Angola,Sanza Pompo,7,1
icr072385,Angola,Sanza Pompo,8,1
icr072386,Angola,Sanza Pompo,8,1
icr072405,Angola,Sanza Pompo,9,1
icr072406,Angola,Sanza Pompo,9,1
icr072425,Angola,Sanza Pompo,10,1
icr072426,Angola,Sanza Pompo,10,1
icr072445,Angola,Sanza Pompo,11,1
icr072446,Angola,Sanza Pompo,11,1
icr072465,Angola,Sanza Pompo,12,1
icr072466,Angola,Sanza Pompo,12,1
icr072485,Angola,Sanza Pompo,13,1
icr072486,Angola,Sanza Pompo,13,1
icr072505,Angola,Sanza Pompo,14,1
icr072506,Angola,Sanza Pompo,14,1
icr072525,Angola,Sanza Pompo,15,1
icr072526,Angola,Sanza Pompo,15,1
icr072544,Angola,Sanza Pompo,16,2
icr072545,Angola,Sanza Pompo,16,2
icr072596,Angola,Mucope,1,1
icr072597,Angola,Mucope,1,1
icr072616,Angola,Mucope,2,1
icr072617,Angola,Mucope,2,1
icr072636,Angola,Mucope,3,1
icr072637,Angola,Mucope,3,1
icr072656,Angola,Mucope,4,1
icr072657,Angola,Mucope,4,1
icr072676,Angola,Mucope,5,1
icr072677,Angola,Mucope,5,1
icr072696,Angola,Mucope,6,1
icr072697,Angola,Mucope,6,1
icr072716,Angola,Mucope,7,1
icr072717,Angola,Mucope,7,1
icr072736,Angola,Mucope,8,1
icr072737,Angola,Mucope,8,1
icr072756,Angola,Mucope,9,1
icr072757,Angola,Mucope,9,1
icr072776,Angola,Mucope,10,1
icr072777,Angola,Mucope,10,1
icr072796,Angola,Mucope,11,1
icr072797,Angola,Mucope,11,1
icr072816,Angola,Mucope,12,1
icr072817,Angola,Mucope,12,1
icr072836,Angola,Mucope,13,1
icr072837,Angola,Mucope,13,1
icr072856,Angola,Mucope,14,1
icr072857,Angola,Mucope,14,1
icr072876,Angola,Mucope,15,1
icr072877,Angola,Mucope,15,1
icr072896,Angola,Mucope,16,1
icr072897,Angola,Mucope,16,1
icr072948,Angola,Bimbe,1,2
icr072949,Angola,Bimbe,1,2
icr072968,Angola,Bimbe,2,1
icr072969,Angola,Bimbe,2,1
icr072988,Angola,Bimbe,3,1
icr072989,Angola,Bimbe,3,1
icr073008,Angola,Bimbe,4,1
icr073009,Angola,Bimbe,4,1
icr073028,Angola,Bimbe,5,1
icr073029,Angola,Bimbe,5,1
icr073048,Angola,Bimbe,6,1
icr073049,Angola,Bimbe,6,1
icr073068,Angola,Bimbe,7,1
icr073069,Angola,Bimbe,7,1
icr073088,Angola,Bimbe,8,1
icr073089,Angola,Bimbe,8,1
icr073128,Angola,Bimbe,10,1
icr073129,Angola,Bimbe,10,1
icr073148,Angola,Bimbe,11,1
icr073149,Angola,Bimbe,11,1
icr073168,Angola,Bimbe,12,1
icr073169,Angola,Bimbe,12,1
icr073188,Angola,Bimbe,13,1
icr073189,Angola,Bimbe,13,1
icr073208,Angola,Bimbe,14,1
icr073209,Angola,Bimbe,14,1
icr073228,Angola,Bimbe,15,1
icr073229,Angola,Bimbe,15,1
icr073248,Angola,Bimbe,16,1
icr073249,Angola,Bimbe,16,1
icr073300,Angola,Luimbale,1,1
icr073301,Angola,Luimbale,1,1
icr073320,Angola,Luimbale,2,1
icr073321,Angola,Luimbale,2,1
icr073340,Angola,Luimbale,3,1
icr073341,Angola,Luimbale,3,1
icr073361,Angola,Luimbale,4,2
icr073362,Angola,Luimbale,4,2
icr073379,Angola,Luimbale,5,1
icr073380,Angola,Luimbale,5,1
icr073399,Angola,Luimbale,6,1
icr073400,Angola,Luimbale,6,1
icr073419,Angola,Luimbale,7,1
icr073420,Angola,Luimbale,7,1
icr073439,Angola,Luimbale,8,1
icr073440,Angola,Luimbale,8,1
icr073459,Angola,Luimbale,9,2
icr073460,Angola,Luimbale,9,2
icr073479,Angola,Luimbale,10,1
icr073480,Angola,Luimbale,10,1
icr073499,Angola,Luimbale,11,1
icr073500,Angola,Luimbale,11,1
icr073519,Angola,Luimbale,12,1
icr073520,Angola,Luimbale,12,1
icr073539,Angola,Luimbale,13,1
icr073540,Angola,Luimbale,13,1
icr073558,Angola,Luimbale,14,1
icr073559,Angola,Luimbale,14,1
icr073578,Angola,Luimbale,15,1
icr073579,Angola,Luimbale,15,1
icr073598,Angola,Luimbale,16,1
icr073599,Angola,Luimbale,16,1
icr073649,Zimbabwe,Kenilworth,1,1
icr073650,Zimbabwe,Kenilworth,1,1
icr073670,Zimbabwe,Kenilworth,2,2
icr073671,Zimbabwe,Kenilworth,2,2
icr073686,Zimbabwe,Kenilworth,3,1
icr073687,Zimbabwe,Kenilworth,3,1
icr073703,Zimbabwe,Kenilworth,4,1
icr073704,Zimbabwe,Kenilworth,4,1
icr073723,Zimbabwe,Kenilworth,5,1
icr073724,Zimbabwe,Kenilworth,5,1
icr073743,Zimbabwe,Kenilworth,6,1
icr073744,Zimbabwe,Kenilworth,6,1
icr073762,Zimbabwe,Kenilworth,7,1
icr073763,Zimbabwe,Kenilworth,7,1
icr073799,Zimbabwe,Kenilworth,9,1
icr073800,Zimbabwe,Kenilworth,9,1
icr073819,Zimbabwe,Kenilworth,10,1
icr073839,Zimbabwe,Kenilworth,11,1
icr073840,Zimbabwe,Kenilworth,11,1
icr073857,Zimbabwe,Kenilworth,12,1
icr073858,Zimbabwe,Kenilworth,12,1
icr073877,Zimbabwe,Kenilworth,13,1
icr073878,Zimbabwe,Kenilworth,13,1
icr073897,Zimbabwe,Kenilworth,14,1
icr073898,Zimbabwe,Kenilworth,14,1
icr073917,Zimbabwe,Kenilworth,15,1
icr073918,Zimbabwe,Kenilworth,15,1
icr073937,Zimbabwe,Kenilworth,16,1
icr073938,Zimbabwe,Kenilworth,16,1
icr073988,Zimbabwe,Gambisa,1,2
icr073989,Zimbabwe,Gambisa,1,2
icr074002,Zimbabwe,Gambisa,2,1
icr074003,Zimbabwe,Gambisa,2,1
icr074018,Zimbabwe,Gambisa,3,1
icr074019,Zimbabwe,Gambisa,3,1
icr074030,Zimbabwe,Gambisa,4,1
icr074031,Zimbabwe,Gambisa,4,1
icr074045,Zimbabwe,Gambisa,5,1
icr074046,Zimbabwe,Gambisa,5,1
icr074062,Zimbabwe,Gambisa,6,1
icr074063,Zimbabwe,Gambisa,6,1
icr074082,Zimbabwe,Gambisa,7,1
icr074083,Zimbabwe,Gambisa,7,1
icr074102,Zimbabwe,Gambisa,8,1
icr074103,Zimbabwe,Gambisa,8,1
icr074122,Zimbabwe,Gambisa,9,1
icr074123,Zimbabwe,Gambisa,9,1
icr074140,Zimbabwe,Gambisa,10,1
icr074141,Zimbabwe,Gambisa,10,1
icr074159,Zimbabwe,Gambisa,11,1
icr074160,Zimbabwe,Gambisa,11,1
icr074175,Zimbabwe,Gambisa,12,1
icr074176,Zimbabwe,Gambisa,12,1
icr074193,Zimbabwe,Gambisa,13,2
icr074194,Zimbabwe,Gambisa,13,2
icr074211,Zimbabwe,Gambisa,14,1
icr074212,Zimbabwe,Gambisa,14,1
icr074231,Zimbabwe,Gambisa,15,1
icr074232,Zimbabwe,Gambisa,15,1
icr074248,Zimbabwe,Gambisa,16,1
icr074249,Zimbabwe,Gambisa,16,1
icr074298,Botswana,Paje,1,1
icr074299,Botswana,Paje,1,1
icr074318,Botswana,Paje,2,1
icr074319,Botswana,Paje,2,1
icr074336,Botswana,Paje,3,1
icr074337,Botswana,Paje,3,1
icr074356,Botswana,Paje,4,1
icr074357,Botswana,Paje,4,1
icr074376,Botswana,Paje,5,1
icr074377,Botswana,Paje,5,1
icr074396,Botswana,Paje,6,1
icr074397,Botswana,Paje,6,1
icr074413,Botswana,Paje,7,1
icr074414,Botswana,Paje,7,1
icr074433,Botswana,Paje,8,1
icr074434,Botswana,Paje,8,1
icr074454,Botswana,Paje,9,2
icr074455,Botswana,Paje,9,2
icr074470,Botswana,Paje,10,1
icr074471,Botswana,Paje,10,1
icr074489,Botswana,Paje,11,1
icr074490,Botswana,Paje,11,1
icr074509,Botswana,Paje,12,1
icr074510,Botswana,Paje,12,1
icr074529,Botswana,Paje,13,1
icr074530,Botswana,Paje,13,1
icr074544,Botswana,Paje,14,1
icr074545,Botswana,Paje,14,1
icr074560,Botswana,Paje,15,1
icr074561,Botswana,Paje,15,1
icr074580,Botswana,Paje,16,1
icr074581,Botswana,Paje,16,1
icr074631,Botswana,Gumare,1,1
icr074632,Botswana,Gumare,1,1
icr074651,Botswana,Gumare,2,1
icr074652,Botswana,Gumare,2,1
icr074671,Botswana,Gumare,3,1
icr074672,Botswana,Gumare,3,1
icr074691,Botswana,Gumare,4,1
icr074692,Botswana,Gumare,4,1
icr074711,Botswana,Gumare,5,1
icr074712,Botswana,Gumare,5,1
icr074731,Botswana,Gumare,6,1
icr074732,Botswana,Gumare,6,1
icr074751,Botswana,Gumare,7,1
icr074752,Botswana,Gumare,7,1
icr074771,Botswana,Gumare,8,1
icr074772,Botswana,Gumare,8,1
icr074791,Botswana,Gumare,9,1
icr074792,Botswana,Gumare,9,1
icr074811,Botswana,Gumare,10,1
icr074812,Botswana,Gumare,10,1
icr074831,Botswana,Gumare,11,1
icr074832,Botswana,Gumare,11,1
icr074851,Botswana,Gumare,12,1
icr074852,Botswana,Gumare,12,1
icr074871,Botswana,Gumare,13,1
icr074872,Botswana,Gumare,13,1
icr074891,Botswana,Gumare,14,1
icr074911,Botswana,Gumare,15,1
icr074912,Botswana,Gumare,15,1
icr074931,Botswana,Gumare,16,1
icr074932,Botswana,Gumare,16,1
icr074983,Botswana,Shoshong,1,1
icr074984,Botswana,Shoshong,1,1
icr075003,Botswana,Shoshong,2,1
icr075004,Botswana,Shoshong,2,1
icr075023,Botswana,Shoshong,3,1
icr075024,Botswana,Shoshong,3,1
icr075043,Botswana,Shoshong,4,1
icr075044,Botswana,Shoshong,4,1
icr075063,Botswana,Shoshong,5,1
icr075064,Botswana,Shoshong,5,1
icr075083,Botswana,Shoshong,6,1
icr075084,Botswana,Shoshong,6,1
icr075103,Botswana,Shoshong,7,1
icr075104,Botswana,Shoshong,7,1
icr075123,Botswana,Shoshong,8,1
icr075124,Botswana,Shoshong,8,1
icr075143,Botswana,Shoshong,9,1
icr075144,Botswana,Shoshong,9,1
icr075163,Botswana,Shoshong,10,1
icr075164,Botswana,Shoshong,10,1
icr075183,Botswana,Shoshong,11,1
icr075184,Botswana,Shoshong,11,1
icr075203,Botswana,Shoshong,12,1
icr075204,Botswana,Shoshong,12,1
icr075224,Botswana,Shoshong,13,2
icr075225,Botswana,Shoshong,13,2
icr075240,Botswana,Shoshong,14,1
icr075241,Botswana,Shoshong,14,1
icr075260,Botswana,Shoshong,15,1
icr075261,Botswana,Shoshong,15,1
icr075280,Botswana,Shoshong,16,1
icr075281,Botswana,Shoshong,16,1
icr075331,Zimbabwe,Chiqumbakwe,1,1
icr075332,Zimbabwe,Chiqumbakwe,1,1
icr075350,Zimbabwe,Chiqumbakwe,2,1
icr075351,Zimbabwe,Chiqumbakwe,2,1
icr075370,Zimbabwe,Chiqumbakwe,3,1
icr075371,Zimbabwe,Chiqumbakwe,3,1
icr075390,Zimbabwe,Chiqumbakwe,4,2
icr075391,Zimbabwe,Chiqumbakwe,4,2
icr075410,Zimbabwe,Chiqumbakwe,5,1
icr075411,Zimbabwe,Chiqumbakwe,5,1
icr075430,Zimbabwe,Chiqumbakwe,6,1
icr075431,Zimbabwe,Chiqumbakwe,6,1
icr075450,Zimbabwe,Chiqumbakwe,7,2
icr075451,Zimbabwe,Chiqumbakwe,7,2
icr075469,Zimbabwe,Chiqumbakwe,8,1
icr075470,Zimbabwe,Chiqumbakwe,8,1
icr075490,Zimbabwe,Chiqumbakwe,9,2
icr075491,Zimbabwe,Chiqumbakwe,9,2
icr075508,Zimbabwe,Chiqumbakwe,10,1
icr075509,Zimbabwe,Chiqumbakwe,10,1
icr075528,Zimbabwe,Chiqumbakwe,11,1
icr075529,Zimbabwe,Chiqumbakwe,11,1
icr075548,Zimbabwe,Chiqumbakwe,12,1
icr075549,Zimbabwe,Chiqumbakwe,12,1
icr075567,Zimbabwe,Chiqumbakwe,13,1
icr075568,Zimbabwe,Chiqumbakwe,13,1
icr075587,Zimbabwe,Chiqumbakwe,14,1
icr075588,Zimbabwe,Chiqumbakwe,14,1
icr075607,Zimbabwe,Chiqumbakwe,15,1
icr075608,Zimbabwe,Chiqumbakwe,15,1
icr075626,Zimbabwe,Chiqumbakwe,16,1
icr075627,Zimbabwe,Chiqumbakwe,16,1
icr075676,Zambia,Musungwa,1,1
icr075677,Zambia,Musungwa,1,1
icr075696,Zambia,Musungwa,2,1
icr075697,Zambia,Musungwa,2,1
icr075716,Zambia,Musungwa,3,1
icr075717,Zambia,Musungwa,3,1
icr075736,Zambia,Musungwa,4,2
icr075737,Zambia,Musungwa,4,2
icr075756,Zambia,Musungwa,5,1
icr075757,Zambia,Musungwa,5,1
icr075776,Zambia,Musungwa,6,1
icr075777,Zambia,Musungwa,6,1
icr075796,Zambia,Musungwa,7,1
icr075797,Zambia,Musungwa,7,1
icr075816,Zambia,Musungwa,8,1
icr075817,Zambia,Musungwa,8,1
icr075836,Zambia,Musungwa,9,1
icr075837,Zambia,Musungwa,9,1
icr075856,Zambia,Musungwa,10,1
icr075857,Zambia,Musungwa,10,1
icr075876,Zambia,Musungwa,11,1
icr075877,Zambia,Musungwa,11,1
icr075896,Zambia,Musungwa,12,1
icr075897,Zambia,Musungwa,12,1
icr075916,Zambia,Musungwa,13,1
icr075917,Zambia,Musungwa,13,1
icr075936,Zambia,Musungwa,14,1
icr075937,Zambia,Musungwa,14,1
icr075957,Zambia,Musungwa,15,1
icr075976,Zambia,Musungwa,16,1
icr075977,Zambia,Musungwa,16,1
icr076347,Madagascar,Analavory,1,2
icr076348,Madagascar,Analavory,1,2
icr076364,Madagascar,Analavory,2,1
icr076365,Madagascar,Analavory,2,1
icr076384,Madagascar,Analavory,3,1
icr076385,Madagascar,Analavory,3,1
icr076404,Madagascar,Analavory,4,1
icr076405,Madagascar,Analavory,4,1
icr076424,Madagascar,Analavory,5,1
icr076425,Madagascar,Analavory,5,1
icr076444,Madagascar,Analavory,6,1
icr076445,Madagascar,Analavory,6,1
icr076464,Madagascar,Analavory,7,1
icr076465,Madagascar,Analavory,7,1
icr076484,Madagascar,Analavory,8,1
icr076485,Madagascar,Analavory,8,1
icr076502,Madagascar,Analavory,9,1
icr076503,Madagascar,Analavory,9,1
icr076522,Madagascar,Analavory,10,1
icr076523,Madagascar,Analavory,10,1
icr076541,Madagascar,Analavory,11,1
icr076542,Madagascar,Analavory,11,1
icr076561,Madagascar,Analavory,12,1
icr076562,Madagascar,Analavory,12,1
icr076581,Madagascar,Analavory,13,1
icr076582,Madagascar,Analavory,13,1
icr076601,Madagascar,Analavory,14,1
icr076602,Madagascar,Analavory,14,1
icr076621,Madagascar,Analavory,15,1
icr076622,Madagascar,Analavory,15,1
icr076640,Madagascar,Analavory,16,1
icr076641,Madagascar,Analavory,16,1
